Filled container:
Container contains 10000 elements.
1: It is Fish : name = Imahd, weight = 999107, value = 0.000483432, place = OCEAN
231: It is Beast : name = Ciqkc, weight = 934821, value = 0.000525234, type = PREDATOR
232: It is Bird : name = Xckur, weight = 999527, value = 0.000525248, fly away = FALSE
233: It is Fish : name = Chuah, weight = 930958, value = 0.000525265, place = SEA
234: It is Fish : name = Ticcp, weight = 949942, value = 0.000525295, place = RIVER
235: It is Fish : name = Boyul, weight = 995580, value = 0.000525322, place = OCEAN
236: It is Beast : name = Jypdn, weight = 983965, value = 0.000525425, type = PREDATOR
237: It is Bird : name = Zalcv, weight = 974374, value = 0.000525466, fly away = TRUE
238: It is Bird : name = Evflk, weight = 958915, value = 0.000525594, fly away = TRUE
239: It is Beast : name = Idvht, weight = 972200, value = 0.000525612, type = HERBIVORES
240: It is Fish : name = Jgptx, weight = 998702, value = 0.000525682, place = LAKE
241: It is Fish : name = Guuel, weight = 977545, value = 0.000525807, place = RIVER
242: It is Fish : name = Ariyx, weight = 998461, value = 0.000525809, place = OCEAN
243: It is Fish : name = Joeuw, weight = 992588, value = 0.000525898, place = SEA
244: It is Bird : name = Oelxa, weight = 960185, value = 0.00052594, fly away = TRUE
245: It is Bird : name = Fwtjd, weight = 971468, value = 0.000526008, fly away = FALSE
246: It is Beast : name = Pjyak, weight = 971420, value = 0.000526034, type = INSECTIVORES
247: It is Beast : name = Jsklc, weight = 956132, value = 0.000526078, type = INSECTIVORES
248: It is Beast : name = Sknce, weight = 950391, value = 0.000526099, type = INSECTIVORES
249: It is Bird : name = Rdvkn, weight = 982578, value = 0.000526167, fly away = TRUE
250: It is Fish : name = Bzidi, weight = 946297, value = 0.000526262, place = LAKE
251: It is Fish : name = Ygxem, weight = 991866, value = 0.000526281, place = OCEAN
252: It is Beast : name = Silgc, weight = 946235, value = 0.000526296, type = PREDATOR
253: It is Beast : name = Erbwk, weight = 963311, value = 0.00052631, type = INSECTIVORES
254: It is Beast : name = Qcamf, weight = 927206, value = 0.000526312, type = INSECTIVORES
255: It is Beast : name = Upolj, weight = 991776, value = 0.000526329, type = PREDATOR
256: It is Beast : name = Iyaac, weight = 925210, value = 0.000526367, type = PREDATOR
257: It is Bird : name = Cifhz, weight = 949873, value = 0.000526386, fly away = TRUE
258: It is Beast : name = Qazoi, weight = 980263, value = 0.000526389, type = PREDATOR
259: It is Bird : name = Qvelq, weight = 989208, value = 0.000526684, fly away = TRUE
260: It is Fish : name = Cvrqa, weight = 966418, value = 0.000526687, place = SEA
261: It is Bird : name = Ecfgb, weight = 894142, value = 0.000526762, fly away = FALSE
262: It is Fish : name = Lfrqx, weight = 996297, value = 0.000526951, place = LAKE
263: It is Beast : name = Pbkqu, weight = 977268, value = 0.000526979, type = INSECTIVORES
264: It is Bird : name = Bwbdd, weight = 916041, value = 0.000527269, fly away = TRUE
265: It is Beast : name = Itiwq, weight = 997323, value = 0.000527412, type = PREDATOR
266: It is Fish : name = Uqubf, weight = 976145, value = 0.000527586, place = OCEAN
267: It is Beast : name = Bhxdd, weight = 928645, value = 0.000527651, type = INSECTIVORES
268: It is Beast : name = Lkfus, weight = 979679, value = 0.000527724, type = INSECTIVORES
269: It is Bird : name = Mirpv, weight = 996729, value = 0.000527726, fly away = TRUE
270: It is Bird : name = Nelpw, weight = 981432, value = 0.0005278, fly away = TRUE
271: It is Fish : name = Glnzi, weight = 977522, value = 0.000527865, place = SEA
272: It is Bird : name = Xdfmw, weight = 981268, value = 0.000527888, fly away = TRUE
273: It is Fish : name = Pbbfu, weight = 937643, value = 0.000527919, place = SEA
274: It is Fish : name = Exhih, weight = 950156, value = 0.000528334, place = RIVER
275: It is Bird : name = Cmcpb, weight = 917853, value = 0.000528407, fly away = TRUE
276: It is Beast : name = Dlmhk, weight = 938449, value = 0.000528532, type = HERBIVORES
277: It is Bird : name = Buael, weight = 925196, value = 0.000528537, fly away = TRUE
278: It is Fish : name = Sgeqs, weight = 974316, value = 0.000528576, place = OCEAN
279: It is Beast : name = Ihmrq, weight = 970393, value = 0.000528652, type = INSECTIVORES
280: It is Beast : name = Vpkfx, weight = 996606, value = 0.000528795, type = INSECTIVORES
281: It is Beast : name = Mgrhc, weight = 939791, value = 0.000528841, type = INSECTIVORES
282: It is Bird : name = Ogrhy, weight = 985112, value = 0.000528874, fly away = FALSE
283: It is Bird : name = Erjgq, weight = 954620, value = 0.000529006, fly away = FALSE
284: It is Fish : name = Fiepc, weight = 920507, value = 0.000529056, place = OCEAN
285: It is Bird : name = Qtaja, weight = 938891, value = 0.000529348, fly away = TRUE
286: It is Bird : name = Rbwlv, weight = 991699, value = 0.000529395, fly away = TRUE
287: It is Fish : name = Seqzj, weight = 991691, value = 0.000529399, place = RIVER
288: It is Beast : name = Mqrzf, weight = 997293, value = 0.000529433, type = HERBIVORES
289: It is Beast : name = Rajpc, weight = 936769, value = 0.00052948, type = INSECTIVORES
290: It is Beast : name = Rqjjb, weight = 953763, value = 0.000529482, type = PREDATOR
291: It is Beast : name = Cmigr, weight = 940483, value = 0.000529515, type = INSECTIVORES
292: It is Bird : name = Kwqwd, weight = 992913, value = 0.000529754, fly away = FALSE
293: It is Beast : name = Glvot, weight = 989132, value = 0.000529757, type = INSECTIVORES
294: It is Bird : name = Ijvsl, weight = 981474, value = 0.000529815, fly away = TRUE
295: It is Fish : name = Kcxik, weight = 955032, value = 0.000529825, place = RIVER
296: It is Beast : name = Eyame, weight = 938043, value = 0.000529826, type = INSECTIVORES
297: It is Fish : name = Jzmcr, weight = 977591, value = 0.000529874, place = RIVER
298: It is Fish : name = Fcwbn, weight = 935959, value = 0.000529938, place = RIVER
299: It is Beast : name = Xhkxd, weight = 979354, value = 0.000529941, type = HERBIVORES
300: It is Beast : name = Ndiqk, weight = 948844, value = 0.000530119, type = HERBIVORES
301: It is Fish : name = Maets, weight = 954432, value = 0.000530158, place = LAKE
302: It is Beast : name = Modnj, weight = 950656, value = 0.00053016, type = HERBIVORES
303: It is Fish : name = Emkvu, weight = 980822, value = 0.000530168, place = RIVER
304: It is Bird : name = Yzaks, weight = 999681, value = 0.000530169, fly away = TRUE
305: It is Bird : name = Bokyr, weight = 978417, value = 0.000530449, fly away = TRUE
306: It is Fish : name = Jppfl, weight = 957591, value = 0.000530498, place = SEA
307: It is Bird : name = Krlem, weight = 955669, value = 0.000530518, fly away = FALSE
308: It is Beast : name = Ycjqc, weight = 953703, value = 0.000530563, type = PREDATOR
309: It is Beast : name = Aqekh, weight = 923431, value = 0.00053063, type = HERBIVORES
310: It is Fish : name = Qvphf, weight = 974212, value = 0.000530685, place = LAKE
311: It is Fish : name = Pzvfg, weight = 989253, value = 0.000530703, place = LAKE
312: It is Bird : name = Ofcoe, weight = 926947, value = 0.000530775, fly away = FALSE
313: It is Bird : name = Qnixg, weight = 977747, value = 0.000530812, fly away = TRUE
314: It is Fish : name = Fgnbp, weight = 928702, value = 0.000530848, place = SEA
315: It is Beast : name = Qklrh, weight = 968199, value = 0.000530883, type = HERBIVORES
316: It is Bird : name = Qpyfq, weight = 996279, value = 0.000530976, fly away = FALSE
317: It is Fish : name = Kdyzp, weight = 998050, value = 0.000531036, place = SEA
318: It is Bird : name = Bxxvg, weight = 992394, value = 0.000531039, fly away = TRUE
319: It is Beast : name = Rqzgi, weight = 988406, value = 0.000531158, type = INSECTIVORES
320: It is Bird : name = Nrbzp, weight = 986508, value = 0.000531166, fly away = TRUE
321: It is Beast : name = Aqsla, weight = 937518, value = 0.00053119, type = INSECTIVORES
322: It is Beast : name = Ovkdl, weight = 963704, value = 0.000531283, type = HERBIVORES
323: It is Bird : name = Asxog, weight = 967271, value = 0.000531392, fly away = FALSE
324: It is Bird : name = Dnpec, weight = 921925, value = 0.000531497, fly away = FALSE
325: It is Fish : name = Psvar, weight = 985785, value = 0.000531556, place = OCEAN
326: It is Fish : name = Ahiod, weight = 912407, value = 0.000531561, place = LAKE
327: It is Beast : name = Slire, weight = 961184, value = 0.000531636, type = HERBIVORES
328: It is Bird : name = Kybtt, weight = 989294, value = 0.000531692, fly away = TRUE
329: It is Bird : name = Pxsah, weight = 970398, value = 0.000531741, fly away = FALSE
330: It is Beast : name = Ynfqt, weight = 996554, value = 0.000531833, type = PREDATOR
331: It is Beast : name = Uwqua, weight = 998175, value = 0.000531971, type = INSECTIVORES
332: It is Beast : name = Fwqhz, weight = 992445, value = 0.000532019, type = HERBIVORES
333: It is Fish : name = Sskfq, weight = 977368, value = 0.000532041, place = OCEAN
334: It is Bird : name = Loefg, weight = 926560, value = 0.000532076, fly away = TRUE
335: It is Beast : name = Utxpa, weight = 996035, value = 0.00053211, type = HERBIVORES
336: It is Beast : name = Paimc, weight = 920710, value = 0.000532198, type = INSECTIVORES
337: It is Bird : name = Jdhwa, weight = 927867, value = 0.000532404, fly away = FALSE
338: It is Bird : name = Azdoy, weight = 974791, value = 0.000532422, fly away = FALSE
339: It is Fish : name = Wgrjj, weight = 969033, value = 0.00053249, place = SEA
340: It is Fish : name = Ucrzh, weight = 983961, value = 0.000532541, place = LAKE
341: It is Fish : name = Aiqau, weight = 933062, value = 0.000532655, place = OCEAN
